"date","radiation"
"2024-02-09",110.449416666667
"2024-02-10",145.874166666667
"2024-02-11",102.088541666667
"2024-02-12",131.654041666667
"2024-02-13",77.7397916666667
"2024-02-14",66.6712083333333
"2024-02-15",68.1040833333333
"2024-02-16",61.742125
"2024-02-17",55.5070416666667
"2024-02-18",83.92175
"2024-02-19",78.5760833333333
"2024-02-20",101.54725
"2024-02-21",104.736666666667
"2024-02-22",133.496
"2024-02-23",151.367541666667
"2024-02-24",163.798583333333
"2024-02-25",179.369708333333
"2024-02-26",87.1078333333333
"2024-02-27",177.749916666667
"2024-02-28",146.273708333333
"2024-02-29",78.34475
"2024-03-01",83.7077083333333
"2024-03-02",121.098333333333
"2024-03-03",123.484833333333
"2024-03-04",90.521625
"2024-03-05",75.5558333333333
"2024-03-06",151.046083333333
"2024-03-07",228.469041666667
"2024-03-08",233.234791666667
"2024-03-09",143.178583333333
"2024-03-10",111.828416666667
"2024-03-11",80.5256666666667
"2024-03-12",136.645166666667
"2024-03-13",225.540958333333
"2024-03-14",249.917833333333
"2024-03-15",257.864833333333
"2024-03-16",256.174333333333
"2024-03-17",258.369041666667
"2024-03-18",257.729166666667
"2024-03-19",255.686583333333
"2024-03-20",240.365333333333
"2024-03-21",129.088666666667
"2024-03-22",90.7446666666667
"2024-03-23",126.615833333333
"2024-03-24",137.528375
"2024-03-25",96.2556666666667
"2024-03-26",210.82375
"2024-03-27",100.883375
"2024-03-28",175.927375
"2024-03-29",156.933458333333
"2024-03-30",188.864166666667
"2024-03-31",282.355541666667
"2024-04-01",284.037833333333
"2024-04-02",281.2975
"2024-04-03",138.293791666667
"2024-04-04",167.171833333333
"2024-04-05",207.0935
"2024-04-06",207.150333333333
"2024-04-07",243.74575
"2024-04-08",247.926375
"2024-04-09",270.90625
"2024-04-10",272.976875
"2024-04-11",298.118416666667
"2024-04-12",127.765958333333
"2024-04-13",133.433708333333
"2024-04-14",96.5747083333333
"2024-04-15",246.786958333333
"2024-04-16",294.894333333333
"2024-04-17",276.627208333333
"2024-04-18",293.140625
"2024-04-19",293.472541666667
"2024-04-20",317.660166666667
"2024-04-21",316.037666666667
"2024-04-22",305.484166666667
"2024-04-23",272.3915
"2024-04-24",310.864708333333
"2024-04-25",103.562916666667
"2024-04-26",184.464916666667
"2024-04-27",187.882
"2024-04-28",296.541083333333
"2024-04-29",336.302333333333
"2024-04-30",333.917458333333
"2024-05-01",349.786791666667
"2024-05-02",170.843625
"2024-05-03",269.68025
"2024-05-04",146.914041666667
"2024-05-05",282.222166666667
"2024-05-06",204.766666666667
"2024-05-07",344.393625
"2024-05-08",366.781541666667
"2024-05-09",364.345
"2024-05-10",364.055583333333
"2024-05-11",363.794583333333
"2024-05-12",363.619833333333
"2024-05-13",363.727083333333
"2024-05-14",363.257125
"2024-05-15",366.396
"2024-05-16",364.522625
"2024-05-17",369.903125
"2024-05-18",373.930541666667
"2024-05-19",375.709041666667
"2024-05-20",377.652416666667
"2024-05-21",376.458875
"2024-05-22",354.697708333333
"2024-05-23",373.999
"2024-05-24",346.553208333333
"2024-05-25",324.564458333333
"2024-05-26",368.992166666667
"2024-05-27",372.844916666667
"2024-05-28",351.974083333333
"2024-05-29",377.981708333333
"2024-05-30",378.71675
"2024-05-31",379.687666666667
"2024-06-01",340.381458333333
"2024-06-02",293.387833333333
"2024-06-03",173.190666666667
"2024-06-04",324.419916666667
"2024-06-05",344.187791666667
"2024-06-06",355.90225
"2024-06-07",344.000291666667
"2024-06-08",288.890375
"2024-06-09",347.836708333333
"2024-06-10",356.275375
"2024-06-11",351.630041666667
"2024-06-12",362.959166666667
"2024-06-13",365.259208333333
"2024-06-14",356.86275
"2024-06-15",319.992041666667
"2024-06-16",318.262083333333
"2024-06-17",370.900416666667
"2024-06-18",363.173791666667
"2024-06-19",370.202583333333
"2024-06-20",366.031
"2024-06-21",361.947333333333
"2024-06-22",360.854458333333
"2024-06-23",361.356208333333
"2024-06-24",365.630458333333
"2024-06-25",268.472125
"2024-06-26",355.332166666667
"2024-06-27",354.092666666667
"2024-06-28",359.72075
"2024-06-29",351.761125
"2024-06-30",352.506166666667
"2024-07-01",358.923833333333
"2024-07-02",367.241708333333
"2024-07-03",370.04125
"2024-07-04",366.549458333333
"2024-07-05",365.583416666667
"2024-07-06",360.263416666667
"2024-07-07",357.150958333333
"2024-07-08",358.360125
"2024-07-09",357.4505
"2024-07-10",356.077
"2024-07-11",355.236666666667
"2024-07-12",354.942083333333
"2024-07-13",351.115458333333
"2024-07-14",300.089
"2024-07-15",333.957916666667
"2024-07-16",347.479958333333
"2024-07-17",344.132
"2024-07-18",347.503833333333
"2024-07-19",346.364791666667
"2024-07-20",345.195
"2024-07-21",344.766666666667
"2024-07-22",345.10275
"2024-07-23",321.646041666667
"2024-07-24",337.932833333333
"2024-07-25",340.5515
"2024-07-26",342.711791666667
"2024-07-27",341.329375
"2024-07-28",341.64225
"2024-07-29",335.878
"2024-07-30",331.839708333333
"2024-07-31",333.495666666667
"2024-08-01",310.141375
"2024-08-02",318.802208333333
"2024-08-03",252.621916666667
"2024-08-04",317.520666666667
"2024-08-05",303.696291666667
"2024-08-06",314.308875
"2024-08-07",279.923041666667
"2024-08-08",291.666208333333
"2024-08-09",318.283083333333
"2024-08-10",318.6825
"2024-08-11",316.896458333333
"2024-08-12",313.486666666667
"2024-08-13",312.155291666667
"2024-08-14",279.808958333333
"2024-08-15",294.061083333333
"2024-08-16",306.126333333333
"2024-08-17",202.780125
"2024-08-18",285.807
"2024-08-19",305.433833333333
"2024-08-20",301.70125
"2024-08-21",300.95925
"2024-08-22",229.528416666667
"2024-08-23",157.240541666667
"2024-08-24",168.042875
"2024-08-25",290.067041666667
"2024-08-26",284.22875
"2024-08-27",292.309833333333
"2024-08-28",294.640458333333
"2024-08-29",293.024125
"2024-08-30",278.959875
"2024-08-31",283.068416666667
"2024-09-01",280.089791666667
"2024-09-02",280.343583333333
"2024-09-03",284.040791666667
"2024-09-04",274.711291666667
"2024-09-05",262.965208333333
"2024-09-06",272.258
"2024-09-07",269.166125
"2024-09-08",257.782125
"2024-09-09",256.168875
"2024-09-10",261.78825
"2024-09-11",175.363666666667
"2024-09-12",260.701041666667
"2024-09-13",262.593875
"2024-09-14",251.660875
"2024-09-15",224.942041666667
"2024-09-16",250.52725
"2024-09-17",183.272083333333
"2024-09-18",222.636666666667
"2024-09-19",245.208416666667
"2024-09-20",244.628
"2024-09-21",244.112916666667
"2024-09-22",241.830708333333
"2024-09-23",239.444708333333
"2024-09-24",232.363833333333
"2024-09-25",214.282
"2024-09-26",229.368333333333
"2024-09-27",229.976333333333
"2024-09-28",227.495291666667
"2024-09-29",228.26775
"2024-09-30",228.115375
"2024-10-01",223.241458333333
"2024-10-02",219.240583333333
"2024-10-03",216.500375
"2024-10-04",214.929166666667
"2024-10-05",194.952791666667
"2024-10-06",143.09925
"2024-10-07",98.5146666666667
"2024-10-08",187.933041666667
"2024-10-09",188.963333333333
"2024-10-10",174.274916666667
